country,full_name,club,position,matches,goals
Испания,Madison Warren,Реал Мадрид,защитник,57,0
Италия,Susan Wood,Интер,вратарь,133,-29
Бразилия,Molly Williams,Коринтианс,защитник,29,7
Бразилия,Hayley Ramirez,Палмейрас,полузащитник,17,15
Италия,Ana Hutchinson,Милан,защитник,29,8
Италия,Michael Herrera,Ювентус,полузащитник,96,17
Англия,Jose Mcgee,Манчестер Юнайтед,вратарь,17,-3
Бразилия,Kimberly Pierce,Сантос,полузащитник,131,26
Нидерланды,Melanie Carter,Фейеноорд,нападающий,47,20
Италия,Michael Evans,Милан,защитник,48,0
Аргентина,Vanessa Garcia,Бока Хуниорс,защитник,38,11
Италия,Teresa Morrow,Ювентус,защитник,148,10
Испания,Margaret Ortega,Барселона,защитник,124,16
Италия,Lauren Barry,Интер,нападающий,128,24
Франция,Emily Lopez,Лион,защитник,111,14
Бразилия,Bryan Bullock,Фламенго,вратарь,47,-29
Нидерланды,Pamela Martin,ПСВ,полузащитник,82,16
Франция,Chris Vaughan,Олимпик Марсель,полузащитник,100,8
Аргентина,Traci Salazar,Ривер Плейт,защитник,109,0
Испания,Kimberly Carr,Атлетико Мадрид,защитник,100,2
Аргентина,Joseph Willis,Ривер Плейт,полузащитник,6,19
Бразилия,Dan Knight,Сантос,нападающий,48,14
Франция,Shawn Weeks,Лион,защитник,78,8
Россия,Christopher Smith,ЦСКА,полузащитник,48,29
Аргентина,Natalie Cook,Бока Хуниорс,нападающий,121,17
Бразилия,Angela Espinoza,Палмейрас,нападающий,24,10
Россия,Angela Quinn,ЦСКА,полузащитник,96,19
Нидерланды,Heidi Garcia,Фейеноорд,нападающий,111,49
Португалия,Vanessa Townsend,Бенфика,защитник,68,10
Англия,Lisa Ali,Челси,нападающий,105,28
Германия,Vanessa Ortiz,РБ Лейпциг,вратарь,53,-25
Англия,Debra Simpson,Челси,полузащитник,131,23
Нидерланды,Maureen Robbins MD,Аякс,нападающий,13,37
Италия,John Greene,Интер,нападающий,75,32
Аргентина,Joshua Lopez,Ривер Плейт,защитник,101,20
Италия,Taylor Lucero,Интер,вратарь,101,-7
Англия,Timothy Norton,Ливерпуль,защитник,43,14
Бразилия,Julie Martinez,Фламенго,защитник,143,8
Испания,Nathan Munoz,Реал Мадрид,нападающий,98,47
Германия,Jose Marquez,Бавария,вратарь,1,-47
Франция,Natalie Morgan DVM,ПСЖ,защитник,34,16
Нидерланды,Bonnie Juarez,Аякс,защитник,16,19
Франция,Tammy Johnson,ПСЖ,полузащитник,148,24
Португалия,Jared Clark,Спортинг,полузащитник,135,30
Бразилия,Carla Miller,Палмейрас,вратарь,64,-42
Бразилия,Crystal Davis,Палмейрас,нападающий,25,25
Нидерланды,Stephanie Mitchell,ПСВ,защитник,64,8
Германия,Stephanie Mendoza,Бавария,нападающий,42,10
Испания,Sheena Brown,Барселона,вратарь,65,-17
Нидерланды,Faith Porter,ПСВ,полузащитник,49,19
Бразилия,Tammy Garcia,Фламенго,защитник,58,9
Нидерланды,Mary Reyes,ПСВ,защитник,118,10
Италия,Brooke Pineda,Интер,полузащитник,28,19
Россия,Julia Smith,Спартак,защитник,56,18
Нидерланды,Tara Montgomery,ПСВ,полузащитник,101,5
Нидерланды,Samuel Malone,ПСВ,вратарь,133,-31
Испания,Andrew Davis,Атлетико Мадрид,нападающий,132,46
Англия,Antonio Franklin,Ливерпуль,полузащитник,15,30
Нидерланды,Christopher Harris,ПСВ,нападающий,10,40
Бразилия,James Nguyen,Палмейрас,нападающий,42,23
Испания,Samuel Smith,Реал Мадрид,полузащитник,72,22
Аргентина,Stephanie Ramirez,Бока Хуниорс,нападающий,77,15
Россия,Jacqueline Riley,Локомотив,полузащитник,90,10
Германия,Karen Martinez,РБ Лейпциг,защитник,2,3
Италия,Mandy Jacobs,Ювентус,вратарь,64,-9
Россия,Ashley Johnson,ЦСКА,защитник,120,3
Испания,Robert Sanchez,Барселона,нападающий,118,33
Германия,Cynthia Raymond,Боруссия Дортмунд,нападающий,53,32
Аргентина,Jeffrey Marshall,Бока Хуниорс,нападающий,113,13
Бразилия,Bryan Bond,Сантос,защитник,128,2
Португалия,Spencer Nguyen MD,Бенфика,защитник,102,17
Россия,Briana Stokes,Зенит,полузащитник,74,18
Аргентина,Karen Bennett,Бока Хуниорс,защитник,130,20
Португалия,Lori Bautista,Бенфика,защитник,140,8
Аргентина,Stephanie Ross,Бока Хуниорс,защитник,27,19
Испания,Jerry Peterson,Реал Мадрид,нападающий,110,16
Испания,Austin Morales,Атлетико Мадрид,вратарь,35,-2
Англия,Jennifer Miller,Челси,защитник,64,11
Германия,Robert Gonzalez,РБ Лейпциг,нападающий,76,12
Италия,Benjamin Kirk,Милан,полузащитник,75,27
Германия,Dana Watts,РБ Лейпциг,вратарь,83,-22
Англия,Jessica Gross,Челси,нападающий,118,43
Аргентина,Jeremy Barton,Бока Хуниорс,нападающий,133,17
Бразилия,Duane Nelson,Коринтианс,защитник,127,4
Франция,Austin Dean,Олимпик Марсель,защитник,17,9
Россия,Cole Gregory,Зенит,вратарь,31,-34
Италия,Matthew Roberson,Интер,полузащитник,109,25
Германия,Tyrone Kelley,РБ Лейпциг,защитник,27,11
Аргентина,Courtney Perez,Бока Хуниорс,защитник,73,19
Нидерланды,Charles Mathis,ПСВ,вратарь,81,-27
Нидерланды,Eric King,Фейеноорд,защитник,103,1
Испания,Dave Collins,Атлетико Мадрид,полузащитник,113,21
Аргентина,Ryan Floyd,Ривер Плейт,полузащитник,118,15
Бразилия,Summer Jones,Фламенго,нападающий,103,36
Португалия,Patrick Ortiz,Порту,вратарь,11,-16
Испания,Matthew Park,Реал Мадрид,нападающий,38,23
Франция,David Myers,Лион,полузащитник,127,19
Испания,Randall Watson,Атлетико Мадрид,защитник,88,14
Нидерланды,Jill Morales,Фейеноорд,защитник,92,0
Россия,Derek Mclean,ЦСКА,нападающий,45,10
Аргентина,Anna Duncan,Ривер Плейт,полузащитник,139,27
Испания,David Shepherd,Атлетико Мадрид,защитник,83,19
Нидерланды,Brandi Potter,ПСВ,вратарь,11,-32
Аргентина,Michael Hayden,Бока Хуниорс,вратарь,56,0
Бразилия,Jeremy Bell,Палмейрас,защитник,58,1
Бразилия,Justin Osborne,Фламенго,нападающий,73,47
Франция,Jorge Davis,ПСЖ,защитник,86,2
Италия,Christina Moore,Милан,защитник,120,0
Испания,Christopher Bailey,Реал Мадрид,нападающий,18,44
Россия,Gary Wells,Спартак,нападающий,69,46
Италия,Sharon Yang,Ювентус,полузащитник,13,19
Португалия,Julie Barnett,Бенфика,вратарь,135,-5
Португалия,Jeffrey Yates,Бенфика,нападающий,26,14
Англия,Billy Lewis,Челси,защитник,53,13
Португалия,Diamond Simpson,Порту,нападающий,63,28
Нидерланды,Colleen Stewart,ПСВ,полузащитник,15,12
Нидерланды,Marcus Cox,Аякс,полузащитник,103,12
Италия,Kelly Perkins PhD,Интер,нападающий,83,48
Германия,Oscar Landry,Боруссия Дортмунд,защитник,38,19
Нидерланды,Trevor Smith DDS,ПСВ,полузащитник,35,23
Германия,Kim Greer,РБ Лейпциг,нападающий,144,29
Германия,Cynthia Kim,Боруссия Дортмунд,нападающий,71,28
Португалия,Maria Rodgers,Спортинг,полузащитник,37,5
Италия,Kathleen Saunders,Ювентус,вратарь,125,-31
Бразилия,Sean Powell,Фламенго,полузащитник,147,13
Германия,Betty Sanchez,Бавария,нападающий,6,20
Германия,Travis Burton,Боруссия Дортмунд,полузащитник,131,7
Франция,Christian Guzman,Лион,защитник,77,3
Франция,Brian Jefferson,Лион,нападающий,10,43
Испания,Adam Gonzalez,Барселона,нападающий,2,43
Россия,Patrick Blair,ЦСКА,нападающий,17,45
Италия,Deborah Mendez,Интер,нападающий,145,32
Нидерланды,Charles Clark,ПСВ,нападающий,44,49
Россия,Rachael Pruitt,Локомотив,полузащитник,70,24
Италия,Eddie Boone,Милан,полузащитник,1,18
Франция,Carol Martin,Лион,полузащитник,48,10
Россия,Andrew Williams,ЦСКА,защитник,32,11
Нидерланды,Thomas Sanchez,Фейеноорд,полузащитник,138,24
Россия,Kimberly Chen,ЦСКА,нападающий,58,43
Франция,Kim Brown,Лион,вратарь,128,-9
Испания,Jacob Whitehead,Реал Мадрид,вратарь,89,-25
Нидерланды,Johnny Rodriguez,Аякс,полузащитник,44,9
Испания,Andrew Gilbert,Реал Мадрид,нападающий,35,19
Англия,Jordan Harding,Челси,защитник,18,12
Германия,Faith Johnson,РБ Лейпциг,нападающий,55,11
Англия,Michael Vargas,Ливерпуль,полузащитник,94,29
Англия,Michael Simpson,Челси,полузащитник,129,19
Бразилия,Kimberly Keith,Палмейрас,полузащитник,56,22
Россия,Bryan Sanchez,Спартак,полузащитник,47,19
Россия,Caroline Miller,ЦСКА,нападающий,144,32
Россия,Chelsea Keller,Локомотив,полузащитник,135,9
Португалия,Jessica Melton,Спортинг,защитник,23,0
Португалия,Melanie Rollins,Спортинг,защитник,27,6
Англия,Eric Hicks,Ливерпуль,вратарь,65,-33
Португалия,Holly Martin,Спортинг,защитник,16,12
Португалия,Paul Coleman,Бенфика,нападающий,28,46
Нидерланды,Cynthia Oliver,Аякс,нападающий,32,26
Нидерланды,Raymond Solis,Фейеноорд,полузащитник,5,24
Аргентина,Peter Howard,Бока Хуниорс,защитник,8,20
Англия,Hannah Knight,Ливерпуль,защитник,132,6
Италия,Sean Freeman,Ювентус,нападающий,132,21
Англия,Joanna Miller,Челси,полузащитник,86,22
Франция,Kevin Conway,Лион,полузащитник,134,13
Россия,Caleb Farrell,Краснодар,полузащитник,80,18
Аргентина,Phillip Harvey,Ривер Плейт,нападающий,16,15
Россия,Jennifer Brennan,Краснодар,защитник,75,4
Италия,Cynthia Tate,Ювентус,защитник,117,15
Германия,Sylvia Williams,Боруссия Дортмунд,полузащитник,14,7
Аргентина,Meagan Paul,Ривер Плейт,нападающий,55,15
Англия,Antonio Sanchez,Ливерпуль,полузащитник,26,8
Бразилия,John Ramirez,Фламенго,защитник,145,14
Германия,Lisa Bruce,Боруссия Дортмунд,полузащитник,12,29
Россия,Derrick Bonilla,ЦСКА,нападающий,7,31
Бразилия,William Russell,Коринтианс,нападающий,145,43
Италия,Mary Reyes,Ювентус,нападающий,79,12
Англия,Rodney Wise,Ливерпуль,полузащитник,105,21
Россия,Pamela Johnson,ЦСКА,нападающий,9,22
Португалия,Sara Salazar,Бенфика,нападающий,98,28
Германия,Margaret Garcia,Бавария,защитник,32,6
Португалия,Elaine Myers,Бенфика,защитник,92,12
Нидерланды,Whitney Dunn,ПСВ,защитник,55,15
Португалия,Daniel Mccall,Бенфика,защитник,142,17
Нидерланды,Ricky Garza,Аякс,полузащитник,20,23
Аргентина,Barbara Bolton,Ривер Плейт,нападающий,38,14
Франция,Samuel Rogers,Олимпик Марсель,полузащитник,134,21
Россия,Carl Rich,Краснодар,полузащитник,9,22
Бразилия,Elizabeth Mendez,Коринтианс,нападающий,109,20
Россия,Perry Hooper,Спартак,полузащитник,20,6
Испания,Dennis Banks,Атлетико Мадрид,нападающий,83,49
Испания,Deborah Butler,Барселона,защитник,44,15
Нидерланды,Erin Cooper,Фейеноорд,защитник,141,6
Аргентина,Aaron Lopez,Бока Хуниорс,полузащитник,134,7
Бразилия,Kaylee Medina,Палмейрас,нападающий,30,43
Англия,Rebecca Michael,Манчестер Юнайтед,защитник,125,4
Бразилия,Jessica Coffey,Коринтианс,нападающий,84,16
Франция,Tamara Kerr,ПСЖ,защитник,88,10
Португалия,Shelley Mitchell,Спортинг,защитник,26,19
Россия,Dana Rogers,ЦСКА,полузащитник,3,8
Англия,John Reynolds,Челси,нападающий,120,37
Нидерланды,Scott Phillips,Аякс,полузащитник,5,29
Испания,Jeffrey Johnson,Реал Мадрид,нападающий,22,16
Нидерланды,Richard Thomas,Аякс,нападающий,33,32
Россия,Mr. Gerald Wells MD,Краснодар,полузащитник,116,15
Италия,Amber Ruiz,Интер,полузащитник,64,20
Португалия,Matthew Jones,Спортинг,защитник,95,20
Россия,Chad Cooper,Краснодар,нападающий,131,31
Италия,Jerry Jones,Милан,защитник,90,19
Аргентина,Daniel Maxwell,Ривер Плейт,защитник,76,6
Нидерланды,James Smith,Аякс,нападающий,69,43
Германия,Mr. Christian Cooley,Боруссия Дортмунд,вратарь,131,-38
Аргентина,Kenneth Prince,Ривер Плейт,нападающий,106,48
Бразилия,Deborah Murray,Сантос,защитник,57,8
Португалия,Beth Wood,Бенфика,вратарь,53,-28
Англия,Jacqueline Sanders,Челси,нападающий,25,42
Бразилия,Mr. Terry Yates,Палмейрас,вратарь,100,-14
Аргентина,David Chan,Бока Хуниорс,нападающий,140,10
Германия,Tyler Smith,РБ Лейпциг,защитник,22,8
Англия,Kenneth Barber,Манчестер Юнайтед,вратарь,6,-38
Россия,Emily Butler,ЦСКА,вратарь,71,-2
Бразилия,Tracy Brooks,Фламенго,защитник,130,1
Аргентина,Kendra Cabrera,Ривер Плейт,нападающий,67,26
Испания,Peter Russo,Реал Мадрид,защитник,105,2
Испания,Nicole Young PhD,Атлетико Мадрид,полузащитник,10,25
Англия,John Rodriguez,Ливерпуль,нападающий,9,30
Аргентина,Bobby Hendricks,Бока Хуниорс,защитник,63,2
Нидерланды,Heidi Arnold,Фейеноорд,нападающий,88,24
Бразилия,Christopher Dunlap Jr.,Коринтианс,нападающий,104,33
Аргентина,Christopher Lambert,Бока Хуниорс,полузащитник,148,13
Аргентина,Phillip Hartman,Бока Хуниорс,защитник,37,19
Испания,Chloe Cisneros,Барселона,защитник,38,19
Италия,Travis Garza,Интер,вратарь,147,-4
Германия,Michele King,РБ Лейпциг,нападающий,65,36
Германия,Samantha Thompson,Боруссия Дортмунд,полузащитник,16,5
Италия,Michael Huang,Ювентус,защитник,31,16
Англия,Patricia Wallace,Манчестер Юнайтед,вратарь,100,-42
Германия,Amanda Freeman,Бавария,защитник,149,4
Нидерланды,Stephen Moore,ПСВ,полузащитник,11,9
Испания,Vincent Mullins,Атлетико Мадрид,нападающий,16,23
Англия,Elizabeth Williams,Челси,нападающий,1,13
Италия,Victoria Chavez,Ювентус,полузащитник,34,27
Испания,Raymond Thomas,Реал Мадрид,нападающий,123,33
Португалия,Gregory Rodriguez,Спортинг,нападающий,118,32
Нидерланды,Erika Blackwell,Фейеноорд,вратарь,107,-30
Испания,Jessica Marsh,Реал Мадрид,защитник,147,7
Бразилия,Donald Freeman,Сантос,полузащитник,26,29
Нидерланды,Rebecca Foster,Фейеноорд,полузащитник,133,19
Испания,Scott Carpenter,Барселона,нападающий,1,28
Германия,Aaron Gardner,Боруссия Дортмунд,нападающий,116,19
Англия,Stanley Rice,Манчестер Юнайтед,полузащитник,55,22
Италия,Melissa Flores,Милан,вратарь,85,-12
Аргентина,Scott Gutierrez,Бока Хуниорс,защитник,121,10
Россия,Ashley Jackson,Краснодар,полузащитник,55,29
Испания,Michelle Glass,Реал Мадрид,полузащитник,77,23
Англия,Shane Moore,Манчестер Юнайтед,полузащитник,32,10
Португалия,Ronald Cox,Бенфика,защитник,141,4
Англия,Kara Klein,Манчестер Юнайтед,полузащитник,149,11
Нидерланды,Kenneth Vazquez,Аякс,защитник,20,1
Италия,Timothy Johnson,Милан,нападающий,51,19
Германия,Melissa Jackson,Боруссия Дортмунд,нападающий,118,44
Франция,Roger Wagner,ПСЖ,нападающий,33,42
Германия,Jonathon Hughes,РБ Лейпциг,вратарь,142,-50
Италия,Scott Anderson,Интер,защитник,84,13
Италия,Maria Vance,Интер,вратарь,78,-32
Аргентина,Kimberly Carter,Ривер Плейт,полузащитник,78,23
Франция,Kevin Ramirez,ПСЖ,вратарь,80,-25
Испания,Karen Taylor,Барселона,защитник,118,1
Италия,Kevin Curtis,Милан,защитник,80,12
Испания,Tina Buchanan,Реал Мадрид,полузащитник,84,13
Германия,Kimberly Nunez,Боруссия Дортмунд,полузащитник,143,24
Германия,Sean Warren,Бавария,полузащитник,132,29
Англия,Andrew Stone,Манчестер Юнайтед,защитник,80,8
Аргентина,Jacqueline Bailey,Бока Хуниорс,вратарь,50,-28
Бразилия,Dr. Brandon Long MD,Коринтианс,вратарь,93,-5
Испания,Lauren Smith,Атлетико Мадрид,нападающий,42,38
Италия,Ryan Hamilton,Ювентус,нападающий,55,35
Италия,Bryce Mendez,Интер,нападающий,96,31
Португалия,Frances Stephens,Бенфика,нападающий,135,26
Испания,Brandon Reed,Барселона,нападающий,7,43
Аргентина,Richard Trevino,Бока Хуниорс,защитник,93,11
Италия,Parker Avila,Милан,полузащитник,149,28
Аргентина,Andrew Eaton,Бока Хуниорс,полузащитник,69,10
Нидерланды,Jeff Vasquez,Аякс,нападающий,134,49
Франция,Rachael Williams,Олимпик Марсель,полузащитник,85,25
Россия,Patricia Sanchez DVM,Краснодар,полузащитник,134,14
Португалия,Tyler Fleming,Спортинг,нападающий,25,47
Бразилия,Micheal Williamson,Фламенго,защитник,119,0
Португалия,Daniel Miller,Спортинг,вратарь,137,-36
Аргентина,Jonathan Vazquez,Бока Хуниорс,защитник,46,12
Нидерланды,James Johnson,Фейеноорд,защитник,27,1
Нидерланды,Kimberly Larson,ПСВ,нападающий,50,48
Португалия,Tiffany Craig,Бенфика,защитник,103,12
Италия,Richard Castaneda,Милан,нападающий,121,11
Португалия,Barbara Robinson,Бенфика,защитник,149,19
Россия,Janice Thompson,Спартак,вратарь,80,-44
Россия,Levi Rodriguez,Локомотив,полузащитник,111,9
Бразилия,Keith Figueroa,Сантос,защитник,4,4
Германия,Kathy Hernandez,Боруссия Дортмунд,полузащитник,96,11
Бразилия,Kenneth Jones,Сантос,защитник,69,17
Россия,Todd James,Зенит,вратарь,45,-19
Нидерланды,Carol Nguyen,ПСВ,нападающий,58,29
Бразилия,Melvin Clark,Сантос,полузащитник,128,17
Франция,Aaron Farrell,Олимпик Марсель,полузащитник,64,7
Португалия,Nicholas Jones MD,Порту,защитник,124,16
Россия,Thomas Brown,Спартак,полузащитник,142,25
Франция,Ashley Davis,Лион,полузащитник,146,8
Россия,Hannah Glenn,Краснодар,полузащитник,24,14
Англия,Victoria Anderson,Ливерпуль,нападающий,85,34
Нидерланды,Amy Robinson,ПСВ,полузащитник,87,7
Англия,Gabriel Payne,Ливерпуль,вратарь,120,-47
Нидерланды,Alexa Moore,ПСВ,защитник,123,10
Аргентина,Leah Ford,Ривер Плейт,защитник,117,8
Португалия,Terri Adams,Бенфика,нападающий,87,39
Испания,Jessica Flores,Атлетико Мадрид,защитник,3,3
Италия,Joseph Thompson,Ювентус,полузащитник,150,18
Франция,Amy Martinez,Лион,защитник,145,5
Испания,David Lane,Атлетико Мадрид,защитник,14,11
Испания,Carolyn Davis,Реал Мадрид,полузащитник,127,23
Аргентина,Kathleen Obrien,Ривер Плейт,защитник,107,7
Италия,Rachel Mclean,Ювентус,защитник,88,0
Россия,John Hawkins,ЦСКА,защитник,142,5
Россия,Bridget Santiago,Краснодар,нападающий,87,42
Нидерланды,Tim Johnson,ПСВ,полузащитник,88,12
Россия,Shaun Kemp,Спартак,защитник,3,2
Франция,Lauren Gonzalez,Лион,полузащитник,110,18
Португалия,Kristen Stafford,Порту,вратарь,106,-15
Нидерланды,Bonnie Morales,Аякс,защитник,131,13
Испания,William Flores,Атлетико Мадрид,полузащитник,72,20
Португалия,Karen Baker,Спортинг,нападающий,121,29
Нидерланды,Dr. Brittney Oconnor MD,ПСВ,защитник,46,19
Германия,Michael Harrison,Бавария,нападающий,43,15
Англия,John Ramirez,Ливерпуль,нападающий,93,33
Португалия,Benjamin Stein,Спортинг,нападающий,104,15
Италия,Joy Wilson,Ювентус,полузащитник,34,22
Аргентина,Michael Fitzgerald,Ривер Плейт,защитник,95,10
Россия,Ray Alexander,ЦСКА,вратарь,144,-49
Англия,Lindsey Hernandez,Ливерпуль,нападающий,25,26
Нидерланды,Patricia Flores,ПСВ,нападающий,103,47
Италия,Robert Hayes,Интер,защитник,58,11
Нидерланды,Chelsea Woods,ПСВ,нападающий,121,27
Италия,Richard Anderson,Милан,полузащитник,82,12
Испания,Courtney Freeman,Реал Мадрид,полузащитник,93,16
Россия,Sean Pace,ЦСКА,полузащитник,30,14
Нидерланды,Marie Walters DDS,Фейеноорд,защитник,40,3
Германия,Mrs. Melinda Carlson MD,Боруссия Дортмунд,защитник,149,6
Россия,Michelle Sweeney,ЦСКА,нападающий,15,49
Россия,Laura Hayes,Локомотив,защитник,146,19
Бразилия,Anthony Bond MD,Коринтианс,нападающий,2,40
Испания,Eric Johnson,Атлетико Мадрид,нападающий,83,38
Бразилия,Megan King,Сантос,защитник,130,4
Россия,Angela Smith,Локомотив,нападающий,74,28
Россия,Brenda Sullivan,Зенит,защитник,23,11
Италия,Abigail Ryan,Интер,нападающий,118,28
Англия,Kathryn Smith,Ливерпуль,защитник,39,16
Италия,Teresa Foster,Ювентус,вратарь,33,-45
Аргентина,Jeffrey Finley,Бока Хуниорс,нападающий,35,22
Испания,Candice Martinez,Барселона,защитник,83,14
Франция,John Lin,Олимпик Марсель,полузащитник,90,22
Аргентина,Mark Smith,Ривер Плейт,нападающий,118,29
Германия,Joshua Briggs,Боруссия Дортмунд,защитник,30,3
Бразилия,Wendy Carter,Палмейрас,полузащитник,126,28
Франция,Jamie Lloyd,ПСЖ,защитник,137,9
Россия,Leslie Pollard,Локомотив,полузащитник,20,23
Нидерланды,Mandy Russell,Аякс,полузащитник,66,22
Россия,Robert Weber,ЦСКА,полузащитник,4,8
Португалия,Douglas Best,Спортинг,вратарь,35,-26
Англия,Jennifer Kelly,Ливерпуль,нападающий,102,48
Бразилия,Lisa Barton,Фламенго,полузащитник,76,5
Италия,Angel Miles,Милан,нападающий,107,34
Аргентина,Kerri Barron,Бока Хуниорс,нападающий,98,21
Португалия,Catherine Townsend,Бенфика,защитник,110,3
Аргентина,Kayla Butler,Ривер Плейт,нападающий,71,24
Испания,Mr. Daniel Lopez,Реал Мадрид,вратарь,39,-28
Бразилия,Shelley Montgomery,Сантос,нападающий,34,23
Бразилия,Angela Campbell,Коринтианс,нападающий,127,32
Аргентина,James Garza,Бока Хуниорс,нападающий,109,20
Франция,Jessica Holloway,Олимпик Марсель,защитник,110,5
Испания,James Maddox,Барселона,полузащитник,14,9
Нидерланды,Amy Holt,Фейеноорд,полузащитник,115,9
Португалия,Christina Benson,Спортинг,полузащитник,63,14
Нидерланды,Colleen Noble,ПСВ,нападающий,116,21
Россия,Joshua Brown,Локомотив,защитник,38,4
Германия,Donna Allen,Боруссия Дортмунд,защитник,109,3
Англия,Jared Villanueva,Челси,полузащитник,108,26
Англия,Stephanie Miller,Ливерпуль,вратарь,77,-28
Бразилия,Carlos Becker,Коринтианс,нападающий,135,13
Бразилия,Troy Cervantes,Сантос,нападающий,69,41
Германия,Lindsey Sullivan,РБ Лейпциг,нападающий,31,39
Россия,Sabrina Brown,ЦСКА,полузащитник,95,15
Франция,Leslie Lee,Лион,защитник,77,17
Бразилия,Katherine Reed,Палмейрас,полузащитник,33,24
Бразилия,Jeffery Owen,Палмейрас,нападающий,40,26
Италия,Glenn Lawrence,Ювентус,полузащитник,46,24
Испания,Christopher Adams,Атлетико Мадрид,полузащитник,46,7
Аргентина,Lori Floyd,Бока Хуниорс,нападающий,33,10
Аргентина,Christopher Horton,Ривер Плейт,нападающий,15,10
Германия,Amy Moore,РБ Лейпциг,защитник,150,9
Испания,Savannah Ellis,Барселона,нападающий,125,44
Россия,Kenneth Jackson,ЦСКА,нападающий,33,44
Португалия,Jonathan Brown,Бенфика,нападающий,63,15
Италия,Bryan Salinas,Интер,полузащитник,34,10
Испания,Stephen Johnson,Реал Мадрид,нападающий,116,34
Германия,Jeff Christian,Бавария,защитник,6,5
Италия,Bruce Delgado,Милан,нападающий,46,44
Нидерланды,Patricia Anderson,ПСВ,полузащитник,2,23
Бразилия,Joe Brewer,Коринтианс,вратарь,26,-42
Россия,James Smith,Спартак,полузащитник,53,7
Испания,Jessica Burnett,Реал Мадрид,полузащитник,146,16
Италия,Mackenzie Taylor,Милан,нападающий,3,19
Италия,Stephanie Smith,Милан,защитник,111,9
Франция,Mr. Lee Ramirez,Олимпик Марсель,полузащитник,76,26
Бразилия,Joe Rice,Коринтианс,нападающий,54,10
Бразилия,Darren White,Коринтианс,нападающий,148,23
Россия,Kristen Garcia,Краснодар,нападающий,38,47
Аргентина,Jennifer Hays,Бока Хуниорс,вратарь,27,-47
Италия,Christy Johnson,Интер,защитник,2,11
Италия,Ashley Murray,Ювентус,нападающий,147,39
Бразилия,Susan Clark,Фламенго,защитник,14,19
Испания,Jonathan Martin,Барселона,нападающий,73,36
Португалия,Julie Acosta,Бенфика,нападающий,27,11
Франция,Jacob Dixon,Лион,полузащитник,77,6
Аргентина,Benjamin Fowler,Бока Хуниорс,нападающий,54,37
Италия,Brooke Lee,Интер,полузащитник,77,6
Нидерланды,Mr. Donald Fuller,ПСВ,защитник,142,13
Германия,Kelly Ford,РБ Лейпциг,нападающий,65,21
