country,full_name,club,position,matches,goals
Бразилия,Edward Melendez,Фламенго,защитник,54,5
Англия,Emily Martinez,Манчестер Юнайтед,вратарь,4,-18
Нидерланды,Candice Foster,Аякс,нападающий,93,32
Франция,Laura Tran,Лион,нападающий,16,36
Португалия,Tyler Bruce,Бенфика,защитник,90,7
Бразилия,Katherine Jenkins,Коринтианс,нападающий,92,14
Нидерланды,Lauren Walker,Аякс,полузащитник,101,29
Франция,Randy Cross,Олимпик Марсель,защитник,51,9
Нидерланды,Matthew Sparks,Фейеноорд,нападающий,14,16
Испания,William Zamora,Реал Мадрид,нападающий,148,45
Португалия,Jordan Jones,Бенфика,полузащитник,45,8
Аргентина,April Wilson,Ривер Плейт,полузащитник,21,17
Англия,Bonnie Walls,Челси,полузащитник,109,7
Италия,Kimberly Williams,Интер,полузащитник,132,23
Италия,Kylie Perez,Ювентус,нападающий,79,33
Бразилия,Kimberly Williams,Фламенго,защитник,86,20
Аргентина,Austin Romero,Бока Хуниорс,нападающий,121,10
Испания,Kevin Wood,Барселона,нападающий,16,50
Германия,Anne Rodriguez,Боруссия Дортмунд,защитник,69,15
Германия,Jamie Joseph,Бавария,нападающий,148,21
Аргентина,Kyle Diaz,Ривер Плейт,защитник,110,10
Германия,Amy Stephens,РБ Лейпциг,защитник,106,1
Франция,Catherine Miller,ПСЖ,полузащитник,75,10
Италия,John Davis,Интер,вратарь,88,-38
Бразилия,Kayla Murphy,Коринтианс,защитник,56,1
Нидерланды,Angela Curtis,Фейеноорд,нападающий,33,24
Аргентина,Mr. William Rodriguez,Бока Хуниорс,полузащитник,5,7
Англия,Matthew Kelly,Манчестер Юнайтед,нападающий,100,23
Испания,Mark Collins,Атлетико Мадрид,защитник,32,5
Аргентина,Mary Salazar,Бока Хуниорс,нападающий,101,45
Германия,Matthew Day,Боруссия Дортмунд,полузащитник,98,15
Бразилия,Eric Melendez,Палмейрас,защитник,84,11
Нидерланды,Thomas Hughes,Аякс,полузащитник,67,18
Португалия,Dean Horne,Спортинг,защитник,58,17
Аргентина,Kristy Hughes,Бока Хуниорс,полузащитник,132,29
Аргентина,Tammy Hernandez,Ривер Плейт,полузащитник,146,30
Бразилия,Victoria Espinoza,Сантос,защитник,52,17
Нидерланды,Kenneth Rodriguez,Аякс,вратарь,95,-49
Италия,Michael Scott,Ювентус,защитник,26,1
Аргентина,Daniel Bishop,Бока Хуниорс,полузащитник,42,11
Испания,Levi Garcia,Атлетико Мадрид,защитник,66,9
Испания,Anthony Sullivan,Атлетико Мадрид,полузащитник,68,29
Нидерланды,Joy Moody,Фейеноорд,вратарь,99,-47
Россия,Jessica Schneider,ЦСКА,полузащитник,96,8
Англия,Shelly Hines,Ливерпуль,нападающий,30,27
Россия,Barry Lopez,Зенит,защитник,87,13
Нидерланды,Bradley Martinez,Аякс,нападающий,69,23
Бразилия,Carol Smith,Сантос,нападающий,44,25
Аргентина,Tracy Kennedy,Ривер Плейт,нападающий,94,30
Англия,Barbara Taylor,Ливерпуль,полузащитник,119,26
Англия,Tony Palmer,Челси,полузащитник,48,24
Аргентина,Barbara Hill,Бока Хуниорс,защитник,66,3
Португалия,Stephanie Ray,Порту,полузащитник,9,17
Англия,Jamie Saunders,Манчестер Юнайтед,защитник,8,2
Испания,Jocelyn Ross,Реал Мадрид,нападающий,74,50
Россия,Jennifer Griffin,Зенит,защитник,2,19
Бразилия,Regina Wyatt,Палмейрас,защитник,83,6
Нидерланды,Mrs. Ashley Ryan MD,Фейеноорд,защитник,28,2
Англия,Cameron Cole,Манчестер Юнайтед,защитник,4,8
Нидерланды,Billy Taylor,Фейеноорд,защитник,129,16
Португалия,Alicia Yang,Бенфика,полузащитник,145,12
Россия,Cynthia Gilbert,Локомотив,нападающий,3,32
Россия,Sharon Russell,Краснодар,защитник,45,12
Аргентина,Joshua Kelley,Бока Хуниорс,защитник,26,12
Россия,Ryan Rivera,Зенит,полузащитник,17,21
Россия,Matthew Morales,Спартак,нападающий,112,28
Нидерланды,Anthony Benton,Аякс,полузащитник,147,21
Нидерланды,Linda Stanley,ПСВ,защитник,25,5
Испания,Javier Anderson,Барселона,защитник,101,3
Италия,Brittany Jensen,Ювентус,вратарь,97,-22
Франция,Oscar Kidd,Олимпик Марсель,нападающий,130,29
Португалия,Chad Lee,Порту,вратарь,94,-24
Бразилия,Karen West,Коринтианс,полузащитник,123,27
Португалия,Michael Arellano,Бенфика,защитник,32,7
Россия,Tonya Hart,ЦСКА,защитник,133,9
Франция,Steve Chambers,Олимпик Марсель,полузащитник,56,7
Англия,Allison Miles,Челси,полузащитник,100,25
Аргентина,Sandra Garcia,Ривер Плейт,вратарь,47,-19
Португалия,James Ford,Порту,защитник,32,13
Нидерланды,Tanya Meyers,Фейеноорд,полузащитник,84,9
Англия,Jill Hall,Манчестер Юнайтед,полузащитник,18,15
Италия,Sarah Stafford,Милан,полузащитник,56,7
Нидерланды,Antonio Moreno,Аякс,нападающий,90,11
Россия,Tyrone Brooks,ЦСКА,полузащитник,84,12
Португалия,Lisa Johnson,Порту,полузащитник,88,25
Бразилия,Alan Jimenez,Фламенго,вратарь,48,-49
Россия,David Conner,Локомотив,защитник,47,15
Франция,Emily Alvarez,ПСЖ,полузащитник,86,10
Германия,Michelle Riggs,РБ Лейпциг,нападающий,102,10
Италия,Kelly Brown,Ювентус,вратарь,51,-27
Англия,Andrea Sharp,Челси,защитник,124,19
Франция,Marc Brown,Лион,вратарь,82,-48
Бразилия,Christy Foster,Палмейрас,защитник,141,8
Бразилия,Elizabeth Combs,Фламенго,вратарь,114,-29
Италия,Tanya Grimes,Ювентус,вратарь,68,-4
Италия,Chad Rivas,Интер,защитник,97,2
Испания,Mason Valdez,Барселона,нападающий,106,33
Нидерланды,Steven Adams,ПСВ,полузащитник,8,11
Аргентина,Pamela Cross,Ривер Плейт,полузащитник,31,12
Бразилия,Abigail Jenkins,Сантос,вратарь,29,-37
Аргентина,Terri Kelly,Бока Хуниорс,нападающий,27,32
Аргентина,Bryce Chase,Бока Хуниорс,нападающий,138,26
Бразилия,April Collins,Фламенго,нападающий,6,26
Аргентина,William Jimenez,Бока Хуниорс,полузащитник,12,18
Испания,Melissa Lopez,Барселона,вратарь,44,-14
Франция,Richard Mcgrath,ПСЖ,полузащитник,1,27
Италия,John Reed,Интер,защитник,72,8
Италия,Brian Stephens,Интер,нападающий,135,28
Россия,Tanya Parker,Локомотив,вратарь,70,-4
Франция,Sarah Good,Олимпик Марсель,защитник,50,20
Бразилия,Seth Davis,Сантос,нападающий,31,16
Аргентина,Sandra Hernandez,Ривер Плейт,защитник,92,8
Россия,Jimmy Nelson,Краснодар,полузащитник,87,11
Италия,Walter Cole,Ювентус,защитник,99,9
Англия,Veronica Wilson,Челси,защитник,59,18
Италия,Bradley Thomas,Ювентус,защитник,51,3
Бразилия,Andrew Compton,Фламенго,защитник,33,3
Нидерланды,Brian Johnson,ПСВ,нападающий,3,11
Россия,Leslie Edwards,Спартак,защитник,94,12
Англия,Noah Wyatt,Манчестер Юнайтед,нападающий,142,27
Англия,Michelle Young,Челси,защитник,43,2
Аргентина,Mrs. Kristen Navarro DVM,Бока Хуниорс,защитник,47,11
Италия,Hayley Gallagher,Интер,нападающий,39,16
Португалия,Vanessa Yates,Спортинг,нападающий,121,25
Италия,Robin Thompson,Ювентус,полузащитник,125,11
Испания,Michelle Rodriguez,Реал Мадрид,нападающий,94,16
Испания,Keith Harris,Атлетико Мадрид,полузащитник,90,16
Португалия,Benjamin Escobar,Порту,защитник,100,11
Португалия,Brian Arias,Бенфика,нападающий,70,22
Италия,Tiffany Mejia,Интер,нападающий,124,40
Аргентина,Brandon Roberts,Ривер Плейт,защитник,64,18
Россия,Joseph Thompson,Зенит,защитник,20,18
Россия,Michael Carrillo Jr.,Краснодар,защитник,22,8
Португалия,James Mullins,Спортинг,полузащитник,144,9
Италия,John Hardy,Ювентус,полузащитник,53,19
Нидерланды,Matthew Cruz,ПСВ,защитник,16,19
Франция,Cindy Ray,Лион,нападающий,40,49
Португалия,Antonio Scott,Бенфика,нападающий,139,35
Португалия,Angel Campbell,Порту,защитник,120,18
Германия,Karen Lloyd,Боруссия Дортмунд,полузащитник,15,26
Франция,Victoria Miller,ПСЖ,нападающий,127,31
Франция,Elizabeth May,Олимпик Марсель,нападающий,2,17
Нидерланды,Amanda Griffin,Фейеноорд,полузащитник,32,17
Италия,Zachary Miles,Ювентус,вратарь,64,-47
Франция,Debbie Parker,Олимпик Марсель,вратарь,102,-12
Бразилия,Megan Goodwin,Фламенго,полузащитник,11,11
Италия,Andrew Cantu,Ювентус,полузащитник,43,19
Аргентина,John Gomez,Ривер Плейт,полузащитник,124,29
Нидерланды,Vincent Maynard,Фейеноорд,полузащитник,60,15
Франция,John West,Лион,полузащитник,47,15
Италия,Benjamin Mcdaniel,Милан,полузащитник,131,18
Испания,Glenn Frank,Реал Мадрид,нападающий,88,39
Франция,Heidi Cruz,Олимпик Марсель,полузащитник,93,26
Германия,Frederick Williams,Бавария,полузащитник,54,30
Франция,David Brown,Олимпик Марсель,полузащитник,98,28
Бразилия,Dr. Christopher Morgan PhD,Палмейрас,полузащитник,144,16
Нидерланды,Adam Hendrix,ПСВ,полузащитник,58,21
Аргентина,Derek Montoya,Ривер Плейт,защитник,82,0
Аргентина,Laura Tran,Бока Хуниорс,нападающий,69,45
Англия,Angel Gardner,Челси,полузащитник,122,28
Нидерланды,Jonathan Carroll,Аякс,вратарь,89,-37
Англия,Denise Douglas,Ливерпуль,защитник,85,14
Аргентина,Sean Martinez,Бока Хуниорс,полузащитник,125,25
Нидерланды,Jacqueline Moreno,Аякс,защитник,48,12
Испания,Daniel Allison,Барселона,нападающий,35,23
Португалия,Darin Baker,Бенфика,защитник,82,14
Россия,Lisa Franklin,Краснодар,нападающий,51,42
Италия,Christopher Simmons,Интер,нападающий,93,19
Италия,Amy Ramirez,Милан,защитник,46,11
Португалия,David Ramos,Бенфика,нападающий,73,34
Аргентина,Sarah Pitts,Бока Хуниорс,вратарь,125,-13
Франция,Hannah Hayden,ПСЖ,вратарь,126,-35
Россия,Christopher Murphy,Спартак,нападающий,84,47
Германия,Regina Williams,Боруссия Дортмунд,нападающий,124,13
Франция,Robin Smith,Лион,нападающий,100,39
Англия,Claire Duke,Челси,защитник,66,19
Италия,Tina Pacheco,Ювентус,защитник,23,5
Франция,William Grimes,Олимпик Марсель,защитник,10,2
Германия,Vanessa Parrish,Бавария,нападающий,58,29
Бразилия,Harold Garcia,Палмейрас,защитник,65,20
Нидерланды,Jeffrey Martin,Аякс,защитник,43,8
Италия,Lisa Peterson,Милан,нападающий,58,41
Франция,David Vasquez,ПСЖ,защитник,85,6
Бразилия,Vanessa Smith,Коринтианс,нападающий,87,42
Аргентина,Rachel Nguyen,Ривер Плейт,защитник,96,13
Бразилия,Martha Davis,Фламенго,защитник,145,10
Германия,Derek Marquez,Бавария,нападающий,98,36
Англия,Priscilla Martin,Ливерпуль,полузащитник,85,14
Бразилия,Brittney Terrell,Коринтианс,защитник,103,0
Бразилия,Robin Ferguson,Коринтианс,защитник,142,15
Аргентина,Tina Simpson,Бока Хуниорс,полузащитник,58,6
Нидерланды,Jenna Burke,Аякс,защитник,61,0
Испания,Thomas Walters,Барселона,защитник,11,20
Италия,Kimberly Ward,Интер,защитник,23,10
Аргентина,Renee Holloway,Ривер Плейт,нападающий,88,26
Бразилия,Benjamin Washington,Фламенго,защитник,123,11
Португалия,Brandon Turner III,Бенфика,защитник,118,17
Испания,Derek Gibson,Барселона,вратарь,105,-19
Англия,Willie Riddle,Манчестер Юнайтед,нападающий,95,26
Франция,Natasha Mercado,Олимпик Марсель,вратарь,72,-24
Нидерланды,Jacob Stephenson,Фейеноорд,полузащитник,132,27
Нидерланды,John Reed,Аякс,защитник,136,16
Нидерланды,Norman Potter,ПСВ,нападающий,8,10
Аргентина,Mark Marsh,Ривер Плейт,полузащитник,126,27
Россия,Joseph Weber,Краснодар,нападающий,142,43
Португалия,Meredith Robinson,Порту,полузащитник,128,29
Германия,Mr. Antonio Thompson DVM,РБ Лейпциг,вратарь,1,-3
Испания,Vincent Suarez,Атлетико Мадрид,защитник,99,7
Испания,Justin Lewis,Реал Мадрид,защитник,107,9
Испания,Lynn Espinoza,Реал Мадрид,полузащитник,67,16
Германия,Sarah Weaver,Бавария,полузащитник,24,12
Франция,Katrina Luna,Олимпик Марсель,нападающий,13,43
Англия,Bryan Downs,Манчестер Юнайтед,защитник,139,6
Нидерланды,Christopher Tran,ПСВ,вратарь,44,-32
Франция,Ernest Brown,Олимпик Марсель,полузащитник,117,15
Англия,Janet Turner,Манчестер Юнайтед,вратарь,133,-40
Португалия,Steven Hoover,Спортинг,полузащитник,110,23
Бразилия,Randy Davis,Коринтианс,нападающий,35,10
Англия,Julia Kim,Челси,нападающий,91,10
Франция,Jessica Gutierrez,ПСЖ,нападающий,73,30
Россия,Brian Kelly,Спартак,полузащитник,132,20
Италия,Sonia Woods,Интер,полузащитник,134,5
Германия,Timothy Stein,Бавария,полузащитник,18,17
Италия,Gregory Long,Интер,защитник,13,17
Германия,Erin Lee,РБ Лейпциг,защитник,84,11
Англия,Erica Moon,Ливерпуль,вратарь,38,-14
Италия,Timothy Roman,Милан,защитник,77,16
Испания,Ryan Stone,Барселона,полузащитник,132,26
Англия,Joshua Hanson,Челси,полузащитник,129,8
Испания,Kristina Lowe,Атлетико Мадрид,вратарь,25,-41
Германия,Brittany Solis,Бавария,вратарь,54,-45
Нидерланды,Jesse Ramirez,Фейеноорд,вратарь,25,-19
Аргентина,Robert Romero,Ривер Плейт,защитник,122,14
Франция,Natalie Peterson,Олимпик Марсель,защитник,146,7
Англия,Sydney Huang,Челси,нападающий,71,35
Португалия,Troy Jordan,Бенфика,защитник,106,6
Франция,Mary Sanders,ПСЖ,защитник,6,15
Италия,Gilbert Brown,Интер,вратарь,136,-28
Испания,Jerry Howell,Барселона,нападающий,134,40
Франция,Amanda Branch,Олимпик Марсель,полузащитник,148,19
Аргентина,Omar Massey MD,Бока Хуниорс,защитник,82,8
Аргентина,Megan Hodge,Ривер Плейт,нападающий,41,30
Италия,Hunter Gould,Интер,защитник,123,2
Нидерланды,Jennifer Sellers,ПСВ,полузащитник,2,15
Испания,Victor Taylor,Барселона,нападающий,14,45
Нидерланды,Howard Walters,Фейеноорд,полузащитник,18,17
Германия,Eric Mays,Бавария,защитник,139,13
Англия,Stephanie Scott,Манчестер Юнайтед,полузащитник,9,6
Бразилия,Jared Martinez,Фламенго,полузащитник,101,11
Португалия,Elizabeth Rodriguez,Бенфика,защитник,51,5
Италия,Sara Anderson,Ювентус,полузащитник,112,16
Нидерланды,Tyler Harris,ПСВ,полузащитник,39,20
Россия,Sheri Mendoza,Локомотив,защитник,36,5
Англия,John Parker,Челси,защитник,69,4
Россия,Marcus Hall,ЦСКА,нападающий,117,20
Испания,Linda Johnson,Барселона,полузащитник,87,23
Бразилия,Julie Pena,Фламенго,нападающий,96,47
Россия,Matthew Carlson,Зенит,защитник,150,14
Италия,Monica Benjamin,Милан,защитник,120,1
Бразилия,Julia Ball,Фламенго,нападающий,31,36
Англия,Carlos Conner,Ливерпуль,защитник,43,11
Англия,Darlene Taylor DVM,Челси,защитник,111,7
Аргентина,Tanya Carroll,Бока Хуниорс,защитник,2,13
Нидерланды,William Cooper,Фейеноорд,защитник,2,12
Италия,Shelly Smith,Интер,вратарь,66,-15
Россия,Casey Martinez,Краснодар,нападающий,135,18
Италия,Brandon Payne,Милан,полузащитник,52,8
Португалия,Mark Gay,Спортинг,полузащитник,143,26
Нидерланды,Mark Clark,Аякс,нападающий,134,29
Франция,Larry Myers,Лион,нападающий,118,14
Аргентина,Jessica Anderson,Ривер Плейт,вратарь,127,-21
Италия,James Acosta,Интер,полузащитник,84,12
Нидерланды,Shannon Coleman,Аякс,полузащитник,33,14
Нидерланды,Albert Mathis,Фейеноорд,защитник,11,11
Португалия,Robert Cunningham,Бенфика,нападающий,81,30
Англия,Kristin Parrish,Челси,нападающий,115,16
Португалия,Cheyenne Dougherty,Бенфика,защитник,128,17
Бразилия,Cody Dunn,Сантос,нападающий,90,25
Аргентина,Kathleen Monroe,Ривер Плейт,вратарь,74,-33
Германия,Mr. Bob Ray MD,Боруссия Дортмунд,защитник,42,8
Германия,Corey Holt,Бавария,полузащитник,14,19
Португалия,Robert Proctor,Бенфика,нападающий,131,45
Франция,Gloria Pugh,ПСЖ,полузащитник,110,12
Франция,Jessica Mendoza MD,Олимпик Марсель,защитник,126,14
Англия,Ronald Guzman,Челси,защитник,137,0
Италия,Samantha Kelly DDS,Милан,полузащитник,105,11
Испания,Megan Moran,Барселона,нападающий,141,32
Германия,Eric Wilson,Бавария,защитник,44,12
Португалия,Tara Neal,Бенфика,нападающий,138,42
Аргентина,Megan Sanchez,Бока Хуниорс,полузащитник,26,17
Англия,Gregory Walsh,Челси,защитник,58,7
Россия,Jay Andrade,Краснодар,защитник,62,18
Англия,Christine King,Манчестер Юнайтед,вратарь,43,-50
Германия,Patrick Miller,РБ Лейпциг,защитник,100,9
Германия,Kathleen Lawson,Бавария,нападающий,79,44
Нидерланды,Adam Moore,Аякс,нападающий,55,18
Бразилия,Eric Stevenson,Палмейрас,вратарь,126,-10
Бразилия,Theresa Price,Коринтианс,полузащитник,96,8
Англия,Robert Tanner,Ливерпуль,вратарь,17,-27
Нидерланды,Michael Jones,Фейеноорд,защитник,36,1
Аргентина,Marissa Cox,Бока Хуниорс,полузащитник,39,28
Франция,Kayla Dodson,Лион,нападающий,64,19
Англия,Alicia Stewart,Ливерпуль,полузащитник,10,24
Испания,Lisa Wagner,Атлетико Мадрид,полузащитник,93,18
Аргентина,Jennifer Williams,Ривер Плейт,вратарь,51,-42
Россия,Steven Valentine,Спартак,защитник,98,3
Нидерланды,Elizabeth Walker,Фейеноорд,защитник,118,19
Италия,Colin Martinez,Милан,нападающий,101,13
Португалия,Molly Burke,Порту,нападающий,138,23
Германия,Virginia Green,РБ Лейпциг,полузащитник,128,14
Нидерланды,Adam Walker,ПСВ,нападающий,57,35
Италия,Yolanda Mcneil,Интер,полузащитник,59,22
Россия,Erin Thompson,Краснодар,защитник,21,6
Россия,Amber Andrews,Краснодар,полузащитник,53,9
Англия,Brendan Newton,Ливерпуль,вратарь,144,-21
Испания,Rebecca Tucker,Атлетико Мадрид,полузащитник,40,13
Франция,Jeremy Jones,ПСЖ,полузащитник,140,14
Франция,Sherry Townsend,ПСЖ,защитник,27,12
Испания,Jonathan Keller,Реал Мадрид,нападающий,102,49
Португалия,Amy Black,Бенфика,защитник,90,17
Испания,Cassie Livingston,Барселона,нападающий,109,18
Италия,Sheila Landry,Ювентус,полузащитник,89,21
Испания,Laurie Morse,Реал Мадрид,защитник,69,18
Англия,Dalton Murray,Ливерпуль,нападающий,129,14
Португалия,Crystal Moore,Порту,нападающий,99,42
Россия,Faith White DVM,Спартак,полузащитник,93,13
Англия,John Lewis,Челси,защитник,123,16
Англия,Megan Harvey,Манчестер Юнайтед,защитник,134,3
Нидерланды,Nancy Peters,Аякс,защитник,78,0
Германия,Kendra Bentley,РБ Лейпциг,нападающий,18,42
Россия,Kristen Bartlett,Спартак,защитник,116,18
Аргентина,Steve Brown,Ривер Плейт,вратарь,45,-18
Франция,Luis Fox,Лион,полузащитник,7,30
Португалия,David Morgan,Бенфика,защитник,129,14
Италия,David Rodriguez,Милан,нападающий,74,27
Испания,Kayla Green,Реал Мадрид,нападающий,58,42
Португалия,Brenda Lambert,Бенфика,защитник,31,16
Англия,Jose Smith,Челси,защитник,61,9
Португалия,David Chen,Бенфика,полузащитник,8,12
Нидерланды,Roberto Walker,ПСВ,нападающий,25,24
Португалия,Michael Skinner,Порту,вратарь,26,-5
Нидерланды,Christopher Davis,Аякс,вратарь,140,-27
Бразилия,Terri Williams,Сантос,защитник,30,1
Бразилия,David Gibbs,Палмейрас,нападающий,100,25
Аргентина,Vanessa Hughes,Бока Хуниорс,нападающий,81,28
Италия,Rebekah Rhodes,Милан,нападающий,81,12
Германия,Lori Dixon,Бавария,полузащитник,143,30
Нидерланды,Shawn Paul,Аякс,нападающий,107,45
Италия,Michelle Marshall,Ювентус,нападающий,114,15
Германия,Robert Hensley,Бавария,защитник,105,5
Англия,Olivia Holland,Челси,защитник,120,19
Италия,John Lawson,Интер,вратарь,10,-35
Германия,Julie Weber,РБ Лейпциг,защитник,20,1
Испания,Amy Malone,Барселона,полузащитник,94,16
Франция,Christine Miller,ПСЖ,полузащитник,16,8
Франция,Lisa Simmons,Лион,полузащитник,74,17
Италия,Walter Hurst,Интер,нападающий,25,25
Франция,Carrie Guzman,Олимпик Марсель,защитник,115,14
Италия,Heather Giles,Милан,нападающий,120,12
Германия,Marcus Johnston,Бавария,нападающий,51,16
Бразилия,Elizabeth Perez,Фламенго,нападающий,118,21
Бразилия,Andrea Nielsen,Палмейрас,нападающий,144,50
Франция,Samantha Landry,Олимпик Марсель,защитник,124,1
Бразилия,Earl Benson,Сантос,защитник,33,13
Аргентина,Cindy Jackson,Бока Хуниорс,защитник,77,17
Италия,Mary Rogers,Интер,нападающий,50,46
Англия,Teresa Yang,Ливерпуль,защитник,42,20
Португалия,Linda Ward,Спортинг,вратарь,66,-41
Италия,Ariel Bennett,Ювентус,вратарь,23,-30
Нидерланды,Jim Brown,Аякс,защитник,134,13
Бразилия,Franklin Tate,Фламенго,нападающий,111,39
Нидерланды,Brandon Hall,Аякс,защитник,38,10
Россия,Joel Edwards,Спартак,полузащитник,32,20
Италия,Justin Manning,Милан,нападающий,145,38
Англия,Kevin Brown,Ливерпуль,полузащитник,147,11
Франция,Karen Ruiz,Лион,защитник,135,20
Нидерланды,David Bailey,Фейеноорд,вратарь,110,-13
Португалия,Eric White,Спортинг,нападающий,69,25
Франция,Jeremy Lowe,ПСЖ,защитник,139,9
Англия,Brandon Marks,Челси,защитник,24,12
Испания,Molly Cooper,Реал Мадрид,защитник,43,9
Португалия,Lisa Cooper,Порту,защитник,115,9
Италия,Miranda Nicholson,Ювентус,полузащитник,114,26
Нидерланды,Abigail Johnson,ПСВ,полузащитник,87,13
Португалия,Donna Larson,Порту,нападающий,50,26
Германия,Shaun Swanson,РБ Лейпциг,полузащитник,33,27
Испания,Andrea Martinez,Реал Мадрид,защитник,88,0
Испания,Aaron Freeman,Барселона,нападающий,66,28
Испания,Janet Price,Барселона,нападающий,133,11
Англия,Richard Graham,Ливерпуль,нападающий,138,28
Испания,Sarah Tucker,Барселона,полузащитник,1,17
Бразилия,Teresa Mitchell,Сантос,нападающий,101,15
Бразилия,Brenda Ford,Фламенго,полузащитник,112,23
Франция,Jessica Schwartz,Олимпик Марсель,полузащитник,83,17
Аргентина,Jeffrey Mata,Бока Хуниорс,нападающий,20,43
Англия,Sara Price,Ливерпуль,нападающий,28,11
Германия,Elizabeth Watkins,Бавария,вратарь,2,-22
Германия,Teresa Stone,РБ Лейпциг,полузащитник,76,6
Германия,Mitchell Riley,Боруссия Дортмунд,нападающий,46,45
Англия,Ryan Butler,Манчестер Юнайтед,нападающий,85,36
Бразилия,Adam Anderson,Сантос,защитник,3,14
Италия,Tracy Murillo,Милан,защитник,60,3
Англия,Tiffany Weber,Ливерпуль,полузащитник,65,25
