country,full_name,club,position,matches,goals
Италия,Christine Hall,Милан,нападающий,90,47
Португалия,Melissa Mckay,Порту,нападающий,3,40
Португалия,Jerry Munoz,Спортинг,защитник,132,7
Португалия,Kevin Aguilar,Бенфика,вратарь,53,0
Франция,Lauren Matthews,Лион,нападающий,57,41
Россия,Michael Palmer,Зенит,защитник,109,17
Италия,Felicia Johns,Интер,вратарь,84,-32
Португалия,James Jennings,Бенфика,полузащитник,122,15
Нидерланды,Terry Burke,Аякс,защитник,41,1
Германия,Timothy Hurst,РБ Лейпциг,полузащитник,41,16
Нидерланды,Mary Wheeler,Аякс,нападающий,30,20
Германия,David Knight,Боруссия Дортмунд,нападающий,102,22
Франция,Stacy Coleman,ПСЖ,полузащитник,105,6
Португалия,Dana Sandoval,Бенфика,полузащитник,17,25
Россия,Veronica Gray,Спартак,полузащитник,78,15
Германия,Linda Brooks,Боруссия Дортмунд,защитник,13,11
Аргентина,Molly Johnson,Бока Хуниорс,вратарь,35,-22
Нидерланды,Barry Escobar,Фейеноорд,защитник,43,13
Италия,Scott Oliver,Милан,защитник,65,11
Нидерланды,Nicole Ferguson,Аякс,защитник,122,3
Нидерланды,Ruben Rose,Аякс,вратарь,126,-37
Испания,Brian Kramer,Барселона,нападающий,25,18
Португалия,Nancy Williams,Бенфика,нападающий,75,33
Германия,Austin Thomas,Бавария,полузащитник,47,13
Нидерланды,Erin Buchanan,ПСВ,нападающий,107,16
Португалия,Dana Heath,Спортинг,нападающий,93,34
Италия,Melanie Carrillo,Милан,нападающий,124,25
Англия,Douglas Mayer,Манчестер Юнайтед,защитник,121,11
Германия,Scott Stevens,Боруссия Дортмунд,полузащитник,26,19
Нидерланды,Benjamin Randall,Аякс,нападающий,85,25
Италия,Rachel Martinez,Интер,вратарь,125,-45
Италия,Caitlyn Lee,Ювентус,вратарь,73,-25
Аргентина,Johnny Rodriguez,Ривер Плейт,нападающий,119,26
Нидерланды,Jessica Oliver,Аякс,нападающий,144,26
Нидерланды,Patricia Wilson,ПСВ,нападающий,90,40
Испания,Abigail Davis,Атлетико Мадрид,защитник,107,11
Бразилия,David Chandler,Сантос,защитник,31,8
Испания,Henry Williams,Реал Мадрид,полузащитник,27,12
Германия,Allison Moyer,Боруссия Дортмунд,нападающий,8,36
Германия,Douglas Welch,Боруссия Дортмунд,полузащитник,86,20
Германия,Madison Richards,РБ Лейпциг,полузащитник,6,24
Италия,Sara Mcbride,Милан,нападающий,92,37
Аргентина,Todd Miranda,Ривер Плейт,нападающий,146,12
Аргентина,William Mendez,Ривер Плейт,защитник,109,15
Россия,Sarah Davis,Краснодар,полузащитник,26,20
Франция,Sean Fletcher,ПСЖ,защитник,13,12
Франция,Allen Ramirez,ПСЖ,нападающий,138,44
Россия,Stephanie Ware,ЦСКА,защитник,92,14
Франция,Kevin Lewis,Олимпик Марсель,полузащитник,91,12
Германия,Bruce Henderson,Бавария,нападающий,139,50
Испания,Edwin Johnson,Атлетико Мадрид,защитник,68,4
Португалия,Charles Miller,Порту,нападающий,102,47
Германия,Donna Pennington,РБ Лейпциг,защитник,124,17
Германия,Caroline Turner,Боруссия Дортмунд,защитник,136,16
Англия,Annette Valdez,Манчестер Юнайтед,нападающий,31,39
Россия,Megan Flores,Локомотив,полузащитник,83,16
Англия,Christopher Garrett,Челси,полузащитник,77,17
Испания,Timothy Scott,Барселона,защитник,30,13
Аргентина,Jamie Landry,Ривер Плейт,нападающий,25,30
Германия,Sarah Perez,Боруссия Дортмунд,нападающий,82,19
Россия,William Montgomery,Локомотив,вратарь,9,-10
Испания,Susan Johnson,Реал Мадрид,защитник,73,11
Англия,Jeffrey Arnold,Ливерпуль,полузащитник,129,23
Нидерланды,David Walters,Фейеноорд,нападающий,138,35
Франция,Joseph Morales,Лион,нападающий,37,38
Англия,Tina Zamora,Ливерпуль,полузащитник,61,28
Нидерланды,Norma Kidd,Фейеноорд,нападающий,38,45
Португалия,Rebecca Cook,Бенфика,нападающий,91,50
Англия,Ann Chavez,Манчестер Юнайтед,полузащитник,88,12
Аргентина,Kristina Oconnell,Бока Хуниорс,защитник,58,19
Германия,Heather Nicholson,Боруссия Дортмунд,нападающий,112,10
Италия,Michael Tate,Интер,защитник,19,16
Англия,Brenda Baldwin,Ливерпуль,нападающий,109,16
Аргентина,Gerald Hickman,Ривер Плейт,нападающий,21,47
Россия,Ashley Yang,Локомотив,защитник,92,12
Италия,Omar Parker,Ювентус,полузащитник,99,15
Франция,Candace Smith,Олимпик Марсель,защитник,137,7
Англия,Jonathan Mendez,Ливерпуль,полузащитник,4,27
Португалия,Martin Nelson,Порту,защитник,20,10
Португалия,Sean Anthony,Бенфика,защитник,58,3
Нидерланды,Jimmy Carrillo,ПСВ,нападающий,109,14
Германия,Christopher Nunez,Боруссия Дортмунд,защитник,113,11
Португалия,Justin Todd,Порту,защитник,34,4
Франция,Valerie Collins,Олимпик Марсель,защитник,103,1
Бразилия,Andrea Watkins,Сантос,нападающий,109,13
Аргентина,Allison Burgess,Ривер Плейт,полузащитник,117,19
Англия,Donald Weaver,Челси,нападающий,138,37
Испания,Elijah Cole,Реал Мадрид,нападающий,36,45
Бразилия,Randy Buck,Палмейрас,защитник,39,7
Англия,Tiffany Patterson,Ливерпуль,нападающий,140,37
Англия,Scott Mack,Челси,нападающий,21,14
Испания,John Carter,Барселона,вратарь,76,-18
Португалия,Kara Hill,Порту,защитник,16,0
Аргентина,Brandon Hoffman,Бока Хуниорс,нападающий,19,37
Нидерланды,Donna Crawford,Аякс,нападающий,79,38
Аргентина,Randy Mitchell,Ривер Плейт,защитник,48,8
Россия,Janice Mcdaniel,Локомотив,полузащитник,25,20
Англия,Todd Stewart,Манчестер Юнайтед,нападающий,140,41
Испания,Elizabeth Bond,Атлетико Мадрид,нападающий,27,16
Италия,Joanna Franco,Ювентус,нападающий,129,31
Бразилия,Patrick Brooks,Коринтианс,полузащитник,86,19
Нидерланды,Kimberly Mckinney,Аякс,защитник,8,17
Нидерланды,Michelle Santiago,ПСВ,нападающий,147,31
Португалия,Sophia Obrien,Бенфика,вратарь,19,-5
Франция,Rachel Flores,Олимпик Марсель,полузащитник,144,21
Италия,Robert Barrett,Милан,защитник,95,10
Португалия,Casey Wright,Порту,полузащитник,78,17
Нидерланды,Samantha Russell,Аякс,нападающий,111,45
Италия,Joseph Adkins,Ювентус,вратарь,97,-5
Испания,Kathleen Fisher,Атлетико Мадрид,вратарь,22,-13
Франция,Peter Jones,Лион,нападающий,62,36
Франция,Jennifer Hebert,Лион,нападающий,107,20
Англия,Brittany Dominguez,Манчестер Юнайтед,полузащитник,18,5
Англия,Christopher Griffith,Манчестер Юнайтед,вратарь,112,-12
Аргентина,John Kelly,Бока Хуниорс,вратарь,106,-18
Аргентина,Regina Dunn,Бока Хуниорс,нападающий,35,40
Россия,Kathryn Bartlett,ЦСКА,полузащитник,128,18
Англия,Dustin Johnson,Челси,нападающий,31,39
Бразилия,Derek Mccullough,Палмейрас,нападающий,148,24
Италия,Melissa Castillo,Интер,защитник,146,2
Нидерланды,Brenda Meyer,Фейеноорд,защитник,38,10
Франция,Craig Miles,ПСЖ,полузащитник,118,24
Франция,Jesse Anderson,ПСЖ,полузащитник,132,21
Германия,Lisa Kelly,РБ Лейпциг,нападающий,74,18
Россия,Thomas Melton,Локомотив,нападающий,90,30
Италия,Craig Lopez,Милан,нападающий,85,26
Аргентина,Tyler Lee,Бока Хуниорс,полузащитник,7,20
Франция,Kathleen Conner,Олимпик Марсель,полузащитник,115,30
Россия,Ashley King,Зенит,нападающий,38,22
Бразилия,Patrick Owens,Сантос,полузащитник,49,14
Португалия,Nicole Collins,Спортинг,нападающий,129,38
Испания,Barbara Townsend,Барселона,нападающий,134,23
Англия,Paige Mitchell,Челси,полузащитник,71,27
Франция,Cynthia Odonnell,ПСЖ,нападающий,36,48
Бразилия,Frank Snyder,Коринтианс,защитник,114,18
Германия,Dr. Gregory Miller,Боруссия Дортмунд,защитник,11,20
Бразилия,Jennifer Thomas,Коринтианс,вратарь,25,-47
Португалия,Sheila Price,Порту,вратарь,149,-25
Италия,Maria Ryan,Милан,полузащитник,70,18
Аргентина,Krystal Moran,Бока Хуниорс,полузащитник,24,14
Испания,Shawn Gardner,Атлетико Мадрид,нападающий,59,38
Франция,Clinton Garcia,Лион,нападающий,18,20
Нидерланды,Melanie Thornton,Фейеноорд,защитник,22,11
Аргентина,Tony Vance,Ривер Плейт,вратарь,57,-27
Россия,Erin Perez,Локомотив,полузащитник,8,23
Аргентина,Deborah Church,Бока Хуниорс,нападающий,146,28
Испания,Regina Harris,Реал Мадрид,вратарь,141,-17
Италия,Ronald Medina,Ювентус,защитник,87,6
Германия,Megan Wilson,РБ Лейпциг,защитник,46,15
Бразилия,Teresa Cochran,Фламенго,полузащитник,83,8
Нидерланды,David Harper,Аякс,защитник,80,20
Испания,Cameron Clarke,Барселона,полузащитник,141,16
Франция,Michael Wilson,Лион,нападающий,122,26
Германия,Nichole Lopez,Бавария,защитник,90,15
Нидерланды,Barbara Brown,Аякс,полузащитник,26,17
Италия,Valerie Larsen,Милан,полузащитник,47,17
Германия,Amanda Torres,РБ Лейпциг,нападающий,77,17
Португалия,Chris Williams,Спортинг,нападающий,16,45
Испания,Kathy Owens,Реал Мадрид,нападающий,110,46
Аргентина,Melinda Brown,Бока Хуниорс,защитник,138,11
Аргентина,David Malone,Бока Хуниорс,защитник,108,16
Аргентина,Edwin Smith,Бока Хуниорс,нападающий,44,30
Аргентина,Gregory Juarez,Бока Хуниорс,нападающий,90,20
Россия,Melissa Payne,Краснодар,нападающий,35,48
Аргентина,Matthew Mitchell,Бока Хуниорс,полузащитник,111,23
Нидерланды,Ashley Jones,Аякс,защитник,100,10
Россия,Joshua Montes,Локомотив,защитник,37,6
Нидерланды,William Blake,Фейеноорд,защитник,43,18
Португалия,Diana Welch,Бенфика,нападающий,122,37
Италия,Todd Allen,Ювентус,защитник,120,16
Нидерланды,Brian Smith,Фейеноорд,защитник,79,2
Италия,Kathryn James,Интер,защитник,139,18
Англия,Ricky Marshall,Челси,нападающий,132,40
Франция,Steven Mitchell,ПСЖ,вратарь,140,-38
Франция,Anthony Jennings,Лион,защитник,6,7
Россия,Tony Rivas,Зенит,нападающий,83,18
Россия,Tim Shaw,ЦСКА,полузащитник,119,10
Нидерланды,Kristin Bates,Фейеноорд,полузащитник,4,5
Аргентина,Lauren Bailey,Ривер Плейт,вратарь,102,-4
Франция,Charles Martinez,Олимпик Марсель,защитник,105,19
Португалия,Amber Sanchez,Порту,полузащитник,37,12
Россия,Randy Brown,Краснодар,полузащитник,41,22
Испания,Robert Browning,Атлетико Мадрид,нападающий,101,27
Аргентина,Michele Velasquez,Бока Хуниорс,полузащитник,40,29
Германия,Chad Riley,Бавария,нападающий,40,45
Испания,Kenneth Waters,Барселона,нападающий,135,10
Англия,Lisa Ponce,Манчестер Юнайтед,вратарь,132,-2
Испания,Beth Klein,Реал Мадрид,нападающий,8,10
Аргентина,Paul Diaz,Ривер Плейт,защитник,72,4
Нидерланды,Matthew Diaz,Фейеноорд,нападающий,130,30
Португалия,Rose Cole,Спортинг,полузащитник,127,19
Италия,Robert Reyes,Ювентус,нападающий,120,31
Португалия,Christopher Pierce,Бенфика,нападающий,85,20
Аргентина,Austin Odom,Ривер Плейт,нападающий,51,33
Испания,Roger Smith,Барселона,нападающий,145,13
Франция,Frederick Giles,ПСЖ,полузащитник,126,17
Аргентина,Tommy Kerr,Бока Хуниорс,нападающий,17,26
Россия,Latasha Jensen,Зенит,полузащитник,64,18
Аргентина,Casey Gibson,Ривер Плейт,полузащитник,147,22
Франция,Eric Mitchell,Лион,полузащитник,8,14
Франция,Ariel Collins,Олимпик Марсель,нападающий,12,18
Россия,Jason Cantu,Спартак,защитник,67,5
Италия,Miguel Wilkinson,Ювентус,нападающий,82,21
Германия,Lee Smith,Боруссия Дортмунд,полузащитник,1,14
Россия,Caroline Acosta,Зенит,нападающий,19,37
Аргентина,Eric Baker,Ривер Плейт,нападающий,73,24
Германия,Rebecca Martinez,РБ Лейпциг,полузащитник,42,17
Испания,Jessica Martinez,Атлетико Мадрид,защитник,43,16
Италия,Mark Mcguire,Интер,нападающий,64,21
Италия,Melissa Barber,Ювентус,защитник,60,7
Германия,Michelle Mckee,Боруссия Дортмунд,нападающий,56,44
Германия,Shaun Robertson,РБ Лейпциг,нападающий,56,46
Нидерланды,Jennifer Walker,Фейеноорд,защитник,65,16
Германия,Joann Mason,Бавария,нападающий,150,28
Нидерланды,Tina Gomez,Аякс,полузащитник,59,14
Нидерланды,Jason Thomas,ПСВ,нападающий,104,45
Россия,Jill Reed,Локомотив,нападающий,64,37
Нидерланды,Michael Garcia,Фейеноорд,защитник,134,19
Аргентина,Heidi Clark,Ривер Плейт,защитник,36,17
Англия,Joseph Peck,Челси,нападающий,86,36
Англия,Michael Spence,Челси,защитник,48,8
Германия,Matthew Weiss,Бавария,нападающий,43,42
Нидерланды,Jeremy Malone,Фейеноорд,нападающий,67,22
Нидерланды,Veronica Jenkins,ПСВ,нападающий,129,12
Португалия,Henry Roberts,Порту,нападающий,92,44
Нидерланды,Margaret Spencer,Фейеноорд,полузащитник,8,12
Аргентина,Kathleen Carter,Бока Хуниорс,защитник,82,7
Испания,Katrina White,Барселона,нападающий,75,12
Испания,Anthony Jennings,Реал Мадрид,полузащитник,46,21
Италия,Alicia Barr,Милан,защитник,141,12
Франция,Melanie Lewis,Лион,полузащитник,148,26
Германия,Steven Reid,РБ Лейпциг,защитник,110,4
Франция,Andrew Washington,Олимпик Марсель,защитник,41,20
Италия,Kevin Ortega,Ювентус,полузащитник,118,26
Италия,Amber Miller,Милан,нападающий,95,37
Германия,Nathan Berry,Бавария,защитник,21,17
Испания,Jessica Phillips,Реал Мадрид,полузащитник,2,29
Бразилия,Jason Love,Сантос,нападающий,73,19
Россия,Hannah May,ЦСКА,защитник,88,12
Бразилия,Scott King,Сантос,нападающий,56,44
Испания,John Bell,Реал Мадрид,полузащитник,147,23
Нидерланды,Joshua Cook,Аякс,полузащитник,93,21
Россия,Anthony Roy,Спартак,нападающий,20,29
